data;descricaoFuncionarioCargo;descricaoFuncionarioEscalaTrabalho;descricaoFuncionarioSindicato;descricaoPostoTrabalho;matricula
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP -  63/2025 - CLASSIFICADOR;3828
01/02/2026;CLASSIFICADOR;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP -  63/2025 - CLASSIFICADOR;3830
01/02/2026;MOVIMENTADOR DE ACERVO;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP -  63/2025 - MOVIMENTADOR DE ACERVO;3805
01/02/2026;MOVIMENTADOR DE ACERVO;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP -  63/2025 - MOVIMENTADOR DE ACERVO;3811
01/02/2026;MOVIMENTADOR DE ACERVO;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP -  63/2025 - MOVIMENTADOR DE ACERVO;3825
01/02/2026;INVENTÁRIO;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP - 63/2025 - INVENTÁRIO;3822
01/02/2026;INVENTÁRIO;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP - 63/2025 - INVENTÁRIO;3834
01/02/2026;INVENTÁRIO;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP - 63/2025 - INVENTÁRIO;3836
01/02/2026;INVENTÁRIO;SEG,TER,QUA,QUI,SEX - 08:45:00-15:15:00;SGGD - SP;SGGD-SP - 63/2025 - INVENTÁRIO;3839
01/02/2026;CONSERVADOR-RESTAURADOR;SEG,TER,QUA,QUI,SEX - 09:00:00-15:15:00;SGGD - SP;SGGD-SP -  63/2025 - CONSERVADOR-RESTAURADOR;3862
01/02/2026;ATENDENTE - OPERACIONAL I;SEG,TER,QUA,QUI,SEX - 09:00:00-15:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - ATENDENTE - OPERACIONAL I;3481
01/02/2026;ATENDENTE - OPERACIONAL I;SEG,TER,QUA,QUI,SEX - 12:45:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - ATENDENTE - OPERACIONAL I;3195
01/02/2026;ATENDENTE - OPERACIONAL I;SEG,TER,QUA,QUI,SEX - 09:00:00-15:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - ATENDENTE - OPERACIONAL I;3610
01/02/2026;ATENDENTE - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 11:45:00-20:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - ATENDENTE - OPERACIONAL II;3160
01/02/2026;CLASSIFICADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 08:00:00-14:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - CLASSIFICADOR  - OPERACIONAL II;3760
01/02/2026;CLASSIFICADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 10:48:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - CLASSIFICADOR  - OPERACIONAL II;3556
01/02/2026;CLASSIFICADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 08:00:00-14:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - CLASSIFICADOR  - OPERACIONAL II;3762
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 13:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3187
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 13:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3638
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 11:30:00-17:45:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3385
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3543
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 11:00:00-17:30:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3346
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 10:48:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3133
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3132
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3264
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3134
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 11:45:00-20:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3161
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3345
01/02/2026;COORDENADOR I;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR I;3451
01/02/2026;COORDENADOR II;SEG,TER,QUA,QUI,SEX - 11:30:00-17:45:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - COORDENADOR II;3155
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3136
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3138
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3139
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3140
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3141
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3512
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3143
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3478
01/02/2026;DIGITALIZADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - DIGITALIZADOR - OPERACIONAL II;3146
01/02/2026;PREPARADOR - OPERACIONAL II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - PREPARADOR - OPERACIONAL II;2962
01/02/2026;SUPERVISOR I;SEG,TER,QUA,QUI,SEX - 13:45:00-20:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR I;3164
01/02/2026;SUPERVISOR I;SEG,TER,QUA,QUI,SEX - 13:45:00-20:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR I;2486
01/02/2026;SUPERVISOR I;SEG,TER,QUA,QUI,SEX - 11:45:00-18:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR I;3153
01/02/2026;SUPERVISOR I;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR I;3757
01/02/2026;SUPERVISOR I;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR I;3148
01/02/2026;SUPERVISOR I;SEG,TER,QUA,QUI,SEX - 08:00:00-14:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR I;3151
01/02/2026;SUPERVISOR I;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR I;3693
01/02/2026;SUPERVISOR II;SEG,TER,QUA,QUI,SEX - 12:00:00-18:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR II;3163
01/02/2026;SUPERVISOR II;SEG,TER,QUA,QUI,SEX - 08:00:00-14:15:00;STF - DF;SUPREMO TRIBUNAL FEDERAL - STF - SUPERVISOR II;3761
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - DIGITALIZADOR;2393
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - DIGITALIZADOR;2832
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - DIGITALIZADOR;2118
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - DIGITALIZADOR;2093
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - DIGITALIZADOR;3482
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - DIGITALIZADOR;2557
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - DIGITALIZADOR;2903
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - SUPERVISOR INTERPRETE;2091
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - PREPARADOR;2834
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - PREPARADOR;2901
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - PREPARADOR;2092
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - PREPARADOR;2097
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - INDEXADOR;2445
01/02/2026;COORDENADOR ARQUIVISTA;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TCM - PA;TCM - PA - SUPERVISOR INTERPRETE;2094
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;165
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;680
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;3331
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;410
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;414
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;555
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;433
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;1026
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;3402
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;415
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;485
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;108
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;436
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;439
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;500
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;497
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;2795
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;479
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;372
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;420
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;461
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;2127
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;2009
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;161
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;435
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;432
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;428
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;488
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;425
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;408
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;405
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;406
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;429
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;498
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;1824
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;421
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;1385
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;463
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;404
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;427
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;1240
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;484
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;452
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;424
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;683
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;457
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;466
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;494
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;444
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;440
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;487
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;491
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - DIGITALIZADOR;3454
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;3696
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;154
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;409
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;3397
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - DIGITALIZADOR;1832
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - SUPERVISOR;477
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - SUPERVISOR;159
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - SUPERVISOR;554
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - SUPERVISOR;447
01/02/2026;SUPERVISOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - SUPERVISOR;441
01/02/2026;COORDENADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - COORDENADOR;402
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;1825
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;1244
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;107
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;110
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;145
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;113
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;112
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;143
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;104
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;1029
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;106
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;3208
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;101
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;105
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;2560
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;142
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;2121
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;3876
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;126
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;1826
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;426
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;TJDFT;TJDFT - INDEXADOR;3159
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;358
01/02/2026;INDEXADOR;SEG,TER,QUA,QUI,SEX - 07:00:00-13:00:00;TJDFT;TJDFT - INDEXADOR;446
01/02/2026;PREPARADOR;SEG,TER,QUA,QUI,SEX - 12:30:00-18:30:00;STM - BIBLIOTECA;STM BIBLIOTECA - PREPARADOR;3449
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 13:00:00-19:00:00;STM - BIBLIOTECA;STM BIBLIOTECA - DIGITALIZADOR;3877
01/02/2026;DIGITALIZADOR;SEG,TER,QUA,QUI,SEX - 12:30:00-18:30:00;STM - BIBLIOTECA;STM BIBLIOTECA - DIGITALIZADOR;3587
01/02/2026;COORDENADOR;SEG-TER-QUA-QUI-SEX (08:00 ÁS18:00);STM - BIBLIOTECA;STM BIBLIOTECA - COORDENADOR;3473
